order_id,customer_id,store_id,employee_id,order_date,ship_date,delivery_date,status,payment_method,shipping_method,discount_pct,region_id
295,1277,39,150,2024-06-28,2024-07-02,2024-07-10,Delivered,Wire Transfer,Express,25,7
296,1785,26,125,2024-05-16,2024-05-21,2024-05-24,Delivered,Google Pay,Standard,5,1
297,2445,9,12,2025-09-23,,,Pending,Credit Card,Standard,5,6
298,4083,9,48,2025-10-01,2025-10-08,2025-10-12,Delivered,Credit Card,Pickup,0,6
299,1732,16,39,2024-09-12,2024-09-17,2024-09-26,Delivered,PayPal,Standard,15,8
300,2751,39,98,2023-08-10,2023-08-15,2023-08-16,Delivered,Wire Transfer,Free Shipping,0,7
301,1075,38,198,2025-10-23,,,Processing,Debit Card,Express,25,2
302,3585,38,151,2022-04-11,2022-04-17,2022-04-30,Delivered,Credit Card,Express,20,2
303,2485,10,188,2023-08-26,2023-09-01,2023-09-07,Delivered,Credit Card,Free Shipping,10,5
304,3549,8,156,2024-08-09,2024-08-14,2024-08-24,Delivered,Wire Transfer,Express,20,7
305,2339,15,240,2025-06-03,2025-06-05,2025-06-09,Delivered,Google Pay,Pickup,5,4
306,675,10,200,2023-06-23,2023-06-29,2023-07-10,Delivered,Debit Card,Pickup,15,5
307,4834,30,290,2022-12-11,2022-12-13,2022-12-26,Delivered,Google Pay,Overnight,10,6
308,4919,26,177,2023-08-09,2023-08-14,,Shipped,Debit Card,Overnight,0,1
309,4346,46,25,2023-12-28,2024-01-01,2024-01-13,Delivered,Credit Card,Overnight,25,8
310,2985,21,131,2025-03-16,2025-03-17,2025-03-31,Delivered,Google Pay,Pickup,5,1
311,1459,21,72,2025-07-28,2025-08-02,2025-08-10,Delivered,Debit Card,Overnight,5,1
312,1698,6,99,2023-11-05,2023-11-07,2023-11-16,Delivered,PayPal,Standard,15,6
313,833,33,259,2023-06-23,2023-06-28,2023-07-07,Delivered,Google Pay,Express,0,1
314,2513,18,246,2024-11-09,2024-11-14,2024-11-21,Delivered,Debit Card,Free Shipping,30,4
315,4647,43,281,2024-10-08,2024-10-11,2024-10-22,Delivered,Credit Card,Pickup,25,7
316,227,34,78,2022-11-02,2022-11-08,2022-11-17,Delivered,Google Pay,Pickup,10,8
317,2430,24,214,2024-10-08,,,Cancelled,PayPal,Overnight,0,5
318,4619,39,191,2024-08-21,2024-08-24,2024-08-29,Delivered,Google Pay,Express,15,7
319,1965,5,246,2022-09-21,2022-09-27,2022-10-02,Delivered,PayPal,Standard,0,1
320,535,48,268,2022-08-27,2022-08-30,,Shipped,Credit Card,Standard,15,4
321,262,21,225,2023-07-01,,,Pending,Gift Card,Overnight,0,1
322,4724,22,120,2023-12-02,2023-12-06,2023-12-20,Delivered,Debit Card,Pickup,5,5
323,774,8,171,2024-12-03,2024-12-04,,Returned,Gift Card,Express,15,7
324,2050,28,104,2024-07-21,2024-07-28,2024-08-10,Delivered,Debit Card,Overnight,15,3
325,3629,31,26,2022-09-17,2022-09-21,,Shipped,Gift Card,Pickup,10,2
326,2297,35,205,2025-02-13,,,Pending,PayPal,Standard,5,8
327,4067,39,18,2022-12-27,2022-12-29,2023-01-04,Delivered,Google Pay,Express,5,7
328,3761,27,62,2025-12-15,2025-12-21,2026-01-03,Delivered,Apple Pay,Pickup,25,2
329,2500,10,15,2023-01-16,2023-01-19,2023-01-25,Delivered,Debit Card,Pickup,0,5
330,4916,14,242,2024-11-26,2024-11-29,,Shipped,Gift Card,Pickup,15,1
331,2842,4,189,2023-08-15,2023-08-18,2023-08-24,Delivered,PayPal,Standard,10,4
332,2243,9,120,2025-09-25,2025-09-30,,Returned,Apple Pay,Overnight,0,6
333,2951,14,109,2023-07-06,2023-07-07,,Shipped,PayPal,Pickup,20,1
334,583,45,86,2024-12-13,2024-12-19,2024-12-31,Delivered,Gift Card,Standard,0,1
335,3480,18,90,2024-10-25,2024-10-30,2024-11-02,Delivered,Credit Card,Overnight,15,4
336,1883,36,194,2025-04-15,,,Processing,Wire Transfer,Free Shipping,20,7
337,4480,23,18,2025-12-08,,,Pending,Google Pay,Pickup,15,5
338,4115,9,28,2025-05-26,2025-05-28,2025-06-07,Delivered,Wire Transfer,Overnight,20,6
339,1579,44,263,2024-10-13,2024-10-19,2024-10-29,Delivered,Google Pay,Free Shipping,10,9
340,1749,6,159,2023-08-27,2023-09-02,2023-09-05,Delivered,PayPal,Pickup,5,6
341,4397,37,78,2024-07-16,2024-07-21,2024-07-23,Delivered,Apple Pay,Standard,0,1
342,1071,39,287,2023-11-16,2023-11-18,2023-11-30,Delivered,Apple Pay,Express,5,7
343,1579,6,208,2025-10-03,2025-10-10,2025-10-12,Delivered,Apple Pay,Standard,0,6
344,537,41,138,2023-10-24,2023-10-30,2023-11-09,Delivered,Apple Pay,Pickup,10,9
345,3088,4,164,2023-08-15,2023-08-21,2023-09-01,Delivered,PayPal,Pickup,0,4
346,1684,28,125,2025-07-15,2025-07-19,,Shipped,PayPal,Free Shipping,0,3
347,509,35,176,2023-09-18,2023-09-20,2023-09-24,Delivered,Debit Card,Free Shipping,25,8
348,3784,24,154,2025-04-08,2025-04-10,2025-04-15,Delivered,Debit Card,Overnight,0,5
349,3996,25,34,2023-06-06,2023-06-07,2023-06-16,Delivered,Google Pay,Overnight,0,3
350,1971,12,93,2025-11-15,2025-11-19,2025-11-27,Delivered,Apple Pay,Free Shipping,5,2
351,1535,39,286,2025-05-13,,,Cancelled,Debit Card,Free Shipping,0,7
352,2994,26,180,2023-12-11,2023-12-13,,Returned,Debit Card,Express,25,1
353,4391,49,81,2025-12-03,,,Pending,PayPal,Pickup,0,1
354,132,25,45,2024-06-20,2024-06-25,2024-07-08,Delivered,Apple Pay,Pickup,20,3
355,4953,40,291,2024-10-12,2024-10-18,2024-10-30,Delivered,Google Pay,Express,0,2
356,3305,45,298,2025-12-07,2025-12-10,2025-12-17,Delivered,Wire Transfer,Express,15,1
357,3765,15,55,2025-08-08,2025-08-12,2025-08-16,Delivered,Wire Transfer,Overnight,5,4
358,1059,35,285,2022-11-13,,,Cancelled,Debit Card,Pickup,0,8
359,2272,8,17,2025-01-26,,,Pending,Google Pay,Overnight,0,7
360,4593,28,135,2025-11-03,2025-11-05,2025-11-10,Delivered,Debit Card,Overnight,5,3
361,4276,6,242,2024-10-06,,,Processing,Debit Card,Free Shipping,10,6
362,3486,18,173,2022-04-17,2022-04-22,,Shipped,Debit Card,Free Shipping,10,4
363,4293,4,133,2022-07-22,2022-07-25,,Returned,PayPal,Pickup,10,4
364,4352,47,204,2023-10-02,2023-10-03,,Returned,Wire Transfer,Standard,0,2
365,2969,32,51,2024-10-28,2024-10-29,2024-10-31,Delivered,Wire Transfer,Express,15,4
366,629,37,114,2023-05-01,,,Cancelled,Debit Card,Express,5,1
367,3028,21,86,2025-03-09,2025-03-14,2025-03-25,Delivered,Gift Card,Free Shipping,10,1
368,2656,11,68,2024-11-24,2024-11-29,,Returned,Google Pay,Standard,0,6
369,4309,30,155,2022-07-21,2022-07-27,2022-08-06,Delivered,Wire Transfer,Overnight,0,6
370,1277,50,140,2024-01-01,,,Cancelled,Apple Pay,Free Shipping,30,9
371,179,4,256,2025-06-22,2025-06-28,2025-07-05,Delivered,Apple Pay,Overnight,0,4
372,3069,42,47,2025-06-07,2025-06-12,2025-06-20,Delivered,Credit Card,Standard,0,8
373,3911,18,93,2023-04-21,2023-04-22,,Returned,Debit Card,Overnight,0,4
374,4730,24,42,2025-09-21,2025-09-26,,Returned,Wire Transfer,Overnight,0,5
375,2768,22,65,2024-09-11,2024-09-12,2024-09-23,Delivered,Gift Card,Express,5,5
376,3158,19,85,2023-01-25,2023-01-29,2023-02-11,Delivered,Wire Transfer,Overnight,15,2
377,2294,29,224,2023-09-19,,,Processing,Google Pay,Free Shipping,0,7
378,3522,27,105,2024-11-15,2024-11-20,2024-12-04,Delivered,PayPal,Express,10,2
379,1612,29,67,2023-12-17,2023-12-21,2023-12-30,Delivered,Credit Card,Overnight,20,7
380,4248,29,256,2022-04-26,2022-05-02,2022-05-11,Delivered,Debit Card,Overnight,10,7
381,1656,36,294,2025-08-20,2025-08-25,2025-08-26,Delivered,Credit Card,Express,0,7
382,4193,24,262,2023-04-18,2023-04-22,2023-05-02,Delivered,PayPal,Free Shipping,10,5
383,4890,38,149,2023-02-15,,,Cancelled,Debit Card,Overnight,0,2
384,425,44,49,2023-03-11,,,Processing,Credit Card,Express,0,9
385,1356,20,137,2022-08-02,2022-08-07,,Returned,PayPal,Standard,15,7
386,4559,43,123,2023-04-04,,,Pending,PayPal,Overnight,10,7
387,3670,48,94,2024-12-13,2024-12-16,,Shipped,PayPal,Overnight,5,4
388,4230,40,153,2024-10-23,2024-10-28,2024-11-06,Delivered,Credit Card,Standard,5,2
389,127,50,229,2022-03-09,2022-03-13,,Shipped,Credit Card,Overnight,0,9
390,4261,21,15,2024-05-20,2024-05-23,2024-06-05,Delivered,Gift Card,Pickup,0,1
391,4737,9,129,2024-11-23,2024-11-28,2024-11-30,Delivered,Wire Transfer,Standard,20,6
392,3403,48,153,2023-04-23,,,Pending,Google Pay,Pickup,5,4
393,2170,34,107,2023-10-15,,,Cancelled,Google Pay,Express,0,8
394,1875,20,221,2023-03-10,2023-03-12,2023-03-15,Delivered,Credit Card,Pickup,15,7
395,2620,23,244,2023-10-07,2023-10-14,2023-10-26,Delivered,Gift Card,Standard,10,5
396,3580,5,126,2024-07-24,2024-07-26,,Returned,Credit Card,Pickup,5,1
397,1331,28,204,2024-06-06,,,Processing,Apple Pay,Express,10,3
398,1574,25,176,2023-11-03,,,Cancelled,Gift Card,Pickup,20,3
399,1170,11,119,2023-11-11,,,Processing,PayPal,Overnight,0,6
400,1223,36,208,2024-05-05,2024-05-09,,Shipped,Google Pay,Overnight,0,7
401,183,24,203,2024-08-06,2024-08-07,2024-08-18,Delivered,Debit Card,Free Shipping,0,5
402,1965,30,105,2023-12-25,2023-12-27,,Shipped,Debit Card,Standard,10,6
403,1969,10,32,2024-11-04,2024-11-06,,Returned,PayPal,Pickup,0,5
404,375,46,282,2023-05-05,2023-05-06,2023-05-10,Delivered,Credit Card,Standard,0,8
405,4983,33,221,2025-07-06,,,Processing,Gift Card,Pickup,0,1
406,2218,41,259,2023-12-22,,,Cancelled,Debit Card,Pickup,0,9
407,2876,50,217,2024-11-13,2024-11-19,2024-11-27,Delivered,Gift Card,Free Shipping,10,9
408,1873,22,215,2024-10-25,2024-10-26,2024-10-30,Delivered,Wire Transfer,Pickup,0,5
409,3187,20,282,2023-07-15,2023-07-17,2023-07-21,Delivered,Google Pay,Standard,10,7
410,2237,48,28,2024-11-02,2024-11-09,2024-11-15,Delivered,Debit Card,Standard,10,4
411,2355,26,95,2025-12-16,2025-12-17,2025-12-29,Delivered,Debit Card,Overnight,0,1
412,2717,38,56,2022-10-25,2022-11-01,2022-11-06,Delivered,Credit Card,Pickup,0,2
413,2832,17,77,2025-11-16,2025-11-19,2025-11-26,Delivered,Credit Card,Pickup,10,9
414,1510,15,114,2025-12-19,2025-12-20,2026-01-02,Delivered,PayPal,Pickup,0,4
415,4028,26,247,2022-05-07,2022-05-10,2022-05-21,Delivered,Google Pay,Pickup,0,1
416,3737,24,141,2023-06-28,2023-07-01,,Shipped,Google Pay,Free Shipping,0,5
417,3548,42,103,2025-11-15,,,Processing,Gift Card,Free Shipping,0,8
418,4589,10,188,2023-10-23,2023-10-24,2023-10-26,Delivered,Wire Transfer,Pickup,20,5
419,207,48,57,2022-05-24,2022-05-27,2022-06-09,Delivered,PayPal,Express,5,4
420,29,47,236,2025-07-13,2025-07-14,2025-07-19,Delivered,Wire Transfer,Pickup,0,2
421,4992,21,41,2024-03-14,,,Processing,Apple Pay,Pickup,0,1
422,188,9,117,2024-08-15,2024-08-18,,Returned,Debit Card,Pickup,0,6
423,2839,40,42,2024-10-27,2024-11-01,2024-11-03,Delivered,Apple Pay,Overnight,0,2
424,3697,38,170,2025-10-12,2025-10-16,2025-10-26,Delivered,Wire Transfer,Standard,5,2
425,3512,22,31,2024-08-02,2024-08-08,2024-08-19,Delivered,Debit Card,Standard,0,5
426,1146,22,286,2024-03-12,2024-03-13,2024-03-24,Delivered,Gift Card,Free Shipping,0,5
427,2422,25,197,2023-10-12,2023-10-19,2023-10-30,Delivered,Debit Card,Overnight,20,3
428,3867,20,72,2023-10-11,2023-10-15,,Shipped,Debit Card,Overnight,0,7
429,255,36,246,2024-04-26,2024-04-28,,Shipped,PayPal,Standard,0,7
430,915,10,67,2024-12-15,2024-12-18,,Shipped,Credit Card,Standard,0,5
431,1099,35,45,2024-02-08,2024-02-11,2024-02-12,Delivered,Debit Card,Express,0,8
432,3258,26,96,2024-11-26,2024-11-29,,Shipped,Apple Pay,Overnight,10,1
433,2059,4,186,2024-07-22,2024-07-25,2024-08-03,Delivered,PayPal,Overnight,5,4
434,3415,36,99,2025-05-03,2025-05-04,,Shipped,Wire Transfer,Express,15,7
435,3560,31,112,2024-07-02,2024-07-09,2024-07-16,Delivered,Debit Card,Standard,0,2
436,2027,9,208,2024-06-16,2024-06-18,2024-06-28,Delivered,PayPal,Free Shipping,5,6
437,512,5,272,2024-12-07,2024-12-09,2024-12-12,Delivered,Wire Transfer,Standard,0,1
438,1522,46,148,2024-12-06,2024-12-10,,Shipped,Google Pay,Overnight,0,8
439,1531,39,262,2023-08-18,2023-08-19,2023-08-21,Delivered,Apple Pay,Pickup,5,7
440,1815,12,285,2025-12-25,2025-12-26,2025-12-28,Delivered,Wire Transfer,Express,0,2
441,4924,4,52,2025-04-05,,,Cancelled,PayPal,Express,5,4
442,4333,23,153,2022-08-10,2022-08-17,2022-08-18,Delivered,Debit Card,Express,0,5
443,1307,37,145,2023-10-09,2023-10-12,2023-10-26,Delivered,Gift Card,Express,0,1
444,725,7,21,2023-11-10,2023-11-15,,Shipped,Gift Card,Free Shipping,0,6
445,1816,40,119,2025-03-22,2025-03-28,2025-04-04,Delivered,Gift Card,Standard,10,2
446,834,44,31,2022-07-20,2022-07-26,2022-08-08,Delivered,PayPal,Overnight,10,9
447,748,41,76,2025-11-09,2025-11-13,,Shipped,Debit Card,Free Shipping,20,9
448,3779,6,45,2023-06-14,2023-06-21,2023-06-24,Delivered,Apple Pay,Express,0,6
449,2467,36,122,2025-12-01,2025-12-08,2025-12-14,Delivered,Credit Card,Free Shipping,20,7
450,3793,47,294,2024-11-06,2024-11-12,2024-11-19,Delivered,Credit Card,Standard,5,2
451,1662,35,270,2022-08-12,2022-08-14,2022-08-25,Delivered,Wire Transfer,Free Shipping,5,8
452,2591,27,283,2022-06-05,2022-06-10,,Shipped,PayPal,Express,0,2
453,4964,44,74,2025-07-16,2025-07-20,,Returned,Apple Pay,Overnight,0,9
454,4048,29,272,2025-10-12,2025-10-19,2025-10-28,Delivered,Debit Card,Pickup,25,7
455,3453,13,120,2023-09-22,2023-09-27,2023-10-01,Delivered,Wire Transfer,Express,10,7
456,4157,5,119,2022-11-27,2022-11-29,2022-12-13,Delivered,Google Pay,Pickup,0,1
457,4279,10,230,2025-01-16,2025-01-20,2025-01-26,Delivered,Credit Card,Standard,0,5
458,2100,47,104,2023-08-20,2023-08-24,2023-09-04,Delivered,PayPal,Pickup,15,2
459,2776,14,290,2023-05-26,,,Processing,Credit Card,Express,0,1
460,1214,41,85,2024-08-19,2024-08-21,,Shipped,Gift Card,Free Shipping,10,9
461,413,28,179,2024-05-14,2024-05-16,2024-05-26,Delivered,Gift Card,Express,0,3
462,4600,23,45,2023-04-22,2023-04-29,2023-05-08,Delivered,Google Pay,Overnight,0,5
463,4564,49,211,2024-12-03,2024-12-04,2024-12-14,Delivered,Wire Transfer,Standard,15,1
464,1991,32,180,2022-02-07,2022-02-13,2022-02-16,Delivered,PayPal,Overnight,5,4
465,944,19,7,2023-04-09,2023-04-13,,Shipped,Debit Card,Pickup,0,2
466,2943,36,224,2023-03-12,2023-03-15,2023-03-16,Delivered,Apple Pay,Free Shipping,15,7
467,3088,33,21,2022-05-23,2022-05-26,2022-06-09,Delivered,Wire Transfer,Standard,10,1
468,1393,27,263,2025-04-27,2025-04-30,2025-05-02,Delivered,Google Pay,Pickup,0,2
469,2242,6,56,2025-12-27,2026-01-03,2026-01-06,Delivered,Apple Pay,Pickup,10,6
470,3738,15,157,2022-03-05,2022-03-09,2022-03-12,Delivered,Google Pay,Standard,0,4
471,3994,49,30,2023-05-12,2023-05-19,2023-05-26,Delivered,Apple Pay,Free Shipping,25,1
472,4916,22,60,2024-12-24,2024-12-30,2025-01-13,Delivered,Google Pay,Free Shipping,0,5
473,890,29,35,2024-12-15,2024-12-21,2024-12-24,Delivered,Apple Pay,Overnight,0,7
474,1223,36,239,2023-03-15,2023-03-21,2023-03-26,Delivered,Gift Card,Overnight,0,7
475,1217,45,36,2022-07-15,2022-07-18,2022-07-30,Delivered,Debit Card,Express,20,1
476,3996,34,149,2022-10-21,2022-10-26,,Shipped,Debit Card,Free Shipping,15,8
477,4720,39,216,2024-11-01,,,Cancelled,Debit Card,Standard,0,7
478,3062,33,226,2024-10-12,2024-10-18,2024-10-27,Delivered,Google Pay,Express,0,1
479,3607,9,162,2023-03-07,2023-03-10,2023-03-12,Delivered,PayPal,Pickup,25,6
480,4006,10,63,2022-12-15,2022-12-20,,Returned,Gift Card,Standard,10,5
481,702,45,197,2024-05-23,2024-05-26,2024-06-09,Delivered,Debit Card,Free Shipping,30,1
482,2586,40,92,2024-08-19,2024-08-21,,Returned,Google Pay,Express,0,2
483,1197,6,187,2023-12-25,2023-12-26,2023-12-29,Delivered,PayPal,Overnight,20,6
484,3337,39,29,2025-07-04,2025-07-10,2025-07-21,Delivered,Credit Card,Pickup,5,7
485,336,4,265,2022-09-10,2022-09-16,2022-09-23,Delivered,Debit Card,Express,0,4
486,1194,16,49,2023-08-13,,,Processing,Wire Transfer,Standard,0,8
487,2025,32,254,2024-05-16,2024-05-23,2024-06-04,Delivered,Apple Pay,Pickup,15,4
488,639,28,180,2024-10-14,2024-10-21,2024-10-27,Delivered,Wire Transfer,Standard,25,3
489,934,16,30,2025-11-20,2025-11-21,2025-12-02,Delivered,Google Pay,Pickup,10,8
490,3850,18,186,2025-07-28,,,Processing,Apple Pay,Express,0,4
491,4862,41,132,2022-11-13,,,Cancelled,Gift Card,Pickup,10,9
492,4981,28,111,2023-12-09,2023-12-12,2023-12-13,Delivered,Credit Card,Free Shipping,20,3
493,3971,4,267,2022-05-11,2022-05-12,2022-05-17,Delivered,Credit Card,Pickup,0,4
494,2656,15,191,2025-05-09,,,Processing,Apple Pay,Express,10,4
495,457,22,251,2024-06-19,2024-06-24,2024-06-29,Delivered,Debit Card,Overnight,0,5
496,1719,42,88,2024-04-02,2024-04-05,2024-04-16,Delivered,Google Pay,Free Shipping,0,8
497,1773,12,292,2022-12-20,2022-12-24,,Returned,Wire Transfer,Overnight,5,2
498,800,22,144,2024-09-12,2024-09-13,2024-09-27,Delivered,Wire Transfer,Pickup,10,5
499,3825,42,63,2023-08-26,2023-08-28,2023-08-31,Delivered,Gift Card,Overnight,0,8
500,2403,42,257,2024-07-06,2024-07-07,2024-07-09,Delivered,Credit Card,Pickup,5,8
501,2753,46,55,2023-12-25,2023-12-27,2024-01-06,Delivered,PayPal,Standard,0,8
502,751,15,213,2024-09-22,2024-09-25,,Shipped,Debit Card,Standard,5,4
503,3350,32,18,2024-10-11,2024-10-14,2024-10-16,Delivered,Debit Card,Free Shipping,5,4
504,1424,29,158,2025-03-23,2025-03-25,,Shipped,PayPal,Overnight,20,7
505,1121,32,253,2024-09-13,2024-09-15,,Shipped,PayPal,Pickup,10,4
506,3320,17,69,2025-01-06,2025-01-12,2025-01-20,Delivered,Apple Pay,Standard,10,9
507,1197,31,16,2024-12-27,2024-12-29,2024-12-30,Delivered,Wire Transfer,Pickup,25,2
508,4163,44,153,2024-06-01,2024-06-05,2024-06-17,Delivered,Wire Transfer,Standard,10,9
509,2647,46,191,2025-08-08,2025-08-15,2025-08-22,Delivered,Gift Card,Standard,0,8
510,4279,22,157,2024-11-17,2024-11-19,,Shipped,Google Pay,Express,0,5
511,1996,28,24,2022-09-19,2022-09-20,2022-09-22,Delivered,Credit Card,Overnight,15,3
512,3313,49,199,2024-04-23,2024-04-26,2024-05-02,Delivered,Apple Pay,Free Shipping,0,1
513,4836,40,140,2024-01-16,2024-01-22,2024-02-04,Delivered,Apple Pay,Free Shipping,0,2
514,185,13,107,2023-11-07,2023-11-09,2023-11-22,Delivered,Gift Card,Free Shipping,20,7
515,3913,43,140,2023-11-19,,,Cancelled,PayPal,Free Shipping,0,7
516,4036,13,206,2023-09-07,,,Processing,Credit Card,Pickup,5,7
517,4350,35,92,2023-11-19,,,Processing,Gift Card,Free Shipping,0,8
518,2627,24,197,2022-12-16,2022-12-22,2023-01-02,Delivered,Debit Card,Overnight,30,5
519,1174,10,8,2025-10-23,2025-10-27,2025-10-29,Delivered,Wire Transfer,Express,5,5
520,4271,32,146,2025-04-22,,,Pending,Debit Card,Free Shipping,5,4
521,1874,17,74,2025-02-15,2025-02-20,,Returned,Credit Card,Standard,0,9
522,656,50,43,2023-12-18,2023-12-22,2024-01-01,Delivered,Credit Card,Express,10,9
523,3560,50,242,2023-09-26,2023-09-29,2023-10-04,Delivered,Credit Card,Free Shipping,10,9
524,2519,50,86,2025-06-23,2025-06-27,,Shipped,Google Pay,Pickup,0,9
525,2760,29,194,2023-10-23,2023-10-28,2023-10-31,Delivered,Credit Card,Pickup,0,7
526,3923,28,33,2022-05-02,2022-05-03,2022-05-14,Delivered,Gift Card,Overnight,0,3
527,2275,28,110,2024-09-08,2024-09-14,2024-09-27,Delivered,Wire Transfer,Standard,25,3
528,1887,23,156,2023-08-17,2023-08-21,,Shipped,PayPal,Express,25,5
529,1237,30,36,2024-11-19,2024-11-24,2024-12-04,Delivered,Debit Card,Express,10,6
530,2327,11,30,2022-11-01,2022-11-02,2022-11-13,Delivered,Gift Card,Overnight,10,6
531,4008,32,260,2023-09-20,2023-09-24,,Shipped,PayPal,Standard,0,4
532,4057,31,104,2023-01-05,2023-01-09,,Shipped,Google Pay,Free Shipping,5,2
533,1569,4,282,2024-11-21,2024-11-26,2024-11-30,Delivered,Credit Card,Express,10,4
534,1567,6,259,2024-05-08,2024-05-10,2024-05-19,Delivered,Credit Card,Express,15,6
535,4501,25,13,2025-06-11,2025-06-12,,Returned,Debit Card,Pickup,0,3
536,2673,48,146,2024-08-25,,,Cancelled,Debit Card,Express,10,4
537,4403,33,213,2023-03-14,2023-03-19,2023-03-29,Delivered,Debit Card,Pickup,0,1
538,975,50,179,2023-03-10,2023-03-16,2023-03-22,Delivered,Gift Card,Free Shipping,10,9
539,2759,14,221,2025-02-20,,,Cancelled,Google Pay,Standard,0,1
540,1468,49,221,2023-06-25,2023-06-28,2023-07-02,Delivered,Apple Pay,Express,15,1
541,2816,9,79,2024-06-10,2024-06-13,2024-06-22,Delivered,PayPal,Pickup,5,6
542,438,35,214,2023-12-16,2023-12-17,2023-12-23,Delivered,Apple Pay,Overnight,0,8
543,952,30,294,2024-11-09,2024-11-10,2024-11-12,Delivered,Gift Card,Standard,0,6
544,4005,20,112,2025-11-14,2025-11-15,2025-11-20,Delivered,Apple Pay,Overnight,20,7
545,3724,28,72,2023-08-28,2023-08-29,2023-09-11,Delivered,Gift Card,Pickup,15,3
546,4129,42,283,2023-12-17,2023-12-24,2024-01-07,Delivered,PayPal,Standard,0,8
547,3694,42,205,2023-11-28,2023-12-04,2023-12-07,Delivered,Google Pay,Express,0,8
548,3269,16,285,2025-03-27,2025-03-28,2025-03-31,Delivered,Gift Card,Overnight,10,8
549,4836,8,182,2025-12-05,,,Cancelled,PayPal,Standard,0,7
550,1576,37,110,2024-09-03,2024-09-04,2024-09-07,Delivered,PayPal,Overnight,10,1
551,728,15,218,2024-09-18,2024-09-24,2024-10-08,Delivered,Google Pay,Overnight,0,4
552,3554,12,272,2025-10-03,2025-10-06,2025-10-10,Delivered,Wire Transfer,Free Shipping,25,2
553,478,9,210,2024-10-11,,,Processing,Google Pay,Standard,30,6
554,3798,49,169,2023-08-19,2023-08-26,2023-08-28,Delivered,PayPal,Free Shipping,0,1
555,1073,1,262,2024-11-20,2024-11-27,2024-11-28,Delivered,Credit Card,Overnight,0,2
556,383,14,26,2024-11-04,2024-11-08,2024-11-19,Delivered,Credit Card,Standard,25,1
557,1211,14,237,2024-07-09,,,Cancelled,PayPal,Free Shipping,30,1
558,896,34,99,2023-10-22,2023-10-25,2023-11-08,Delivered,Google Pay,Express,0,8
559,985,16,41,2022-05-15,2022-05-17,2022-05-23,Delivered,Gift Card,Overnight,0,8
560,3390,39,265,2022-12-02,2022-12-06,2022-12-12,Delivered,Wire Transfer,Pickup,15,7
561,732,17,206,2024-12-03,,,Cancelled,PayPal,Standard,5,9
562,1944,24,183,2023-11-18,2023-11-25,2023-12-04,Delivered,Wire Transfer,Free Shipping,0,5
563,4409,18,256,2023-09-06,2023-09-12,2023-09-13,Delivered,Google Pay,Free Shipping,10,4
564,1206,10,34,2022-11-12,2022-11-18,2022-11-29,Delivered,Google Pay,Standard,20,5
565,989,21,123,2024-10-04,,,Pending,Debit Card,Overnight,0,1
566,218,38,187,2025-12-09,2025-12-14,2025-12-26,Delivered,Google Pay,Standard,15,2
567,3419,33,208,2023-05-09,,,Cancelled,Gift Card,Pickup,10,1
568,2543,20,234,2025-06-23,2025-06-28,2025-07-10,Delivered,Gift Card,Free Shipping,0,7
569,1080,9,185,2022-11-17,,,Processing,Gift Card,Standard,15,6
570,2443,4,129,2024-05-11,2024-05-13,2024-05-17,Delivered,PayPal,Express,0,4
571,3437,28,199,2024-10-22,2024-10-29,2024-11-11,Delivered,Apple Pay,Free Shipping,0,3
572,1758,13,144,2024-05-16,2024-05-21,2024-06-01,Delivered,Google Pay,Standard,0,7
573,3728,49,224,2022-04-17,,,Cancelled,Credit Card,Overnight,0,1
574,2448,7,164,2024-10-28,2024-11-02,2024-11-10,Delivered,Wire Transfer,Free Shipping,5,6
575,1483,28,153,2024-09-26,2024-10-03,2024-10-08,Delivered,Gift Card,Overnight,25,3
576,2613,28,194,2023-04-05,2023-04-06,2023-04-14,Delivered,Credit Card,Free Shipping,0,3
577,4459,4,158,2023-11-16,2023-11-18,2023-11-23,Delivered,Credit Card,Overnight,0,4
578,768,49,266,2025-06-03,2025-06-05,2025-06-09,Delivered,Google Pay,Standard,20,1
