ticket_id,customer_id,category,priority,status,created_date,resolved_date,days_to_resolve,satisfaction_score,agent_id
382,2918,Shipping,High,Open,3/14/2025,3/22/2025,8,1,181
383,775,Return Request,Medium,Resolved,12/10/2025,1/6/2026,27,1,164
384,132,General Inquiry,Medium,Closed,11/9/2024,11/14/2024,5,5,263
385,1678,Shipping,Medium,Closed,1/4/2026,1/25/2026,21,2,250
386,3933,Shipping,Low,Closed,12/27/2025,1/9/2026,13,5,16
387,2927,Billing,Low,Resolved,6/15/2024,6/19/2024,4,1,279
388,4004,Technical Support,Medium,Resolved,1/23/2026,2/8/2026,16,5,259
389,269,Product Defect,Low,In Progress,9/5/2024,9/13/2024,8,1,297
390,3907,Billing,Medium,Escalated,7/27/2024,,,,174
391,4262,Account Issue,Low,Escalated,7/18/2024,8/10/2024,23,3,290
392,808,General Inquiry,Low,Resolved,5/4/2026,5/22/2026,18,5,30
393,4449,Product Defect,Low,Escalated,10/5/2025,11/1/2025,27,1,112
394,148,Account Issue,Low,Resolved,7/15/2025,7/18/2025,3,5,125
395,1134,Account Issue,Medium,In Progress,1/29/2025,,,,190
396,561,Account Issue,Medium,Open,7/4/2025,7/20/2025,16,1,86
397,4474,Shipping,Critical,In Progress,9/3/2025,9/27/2025,24,4,274
398,4088,Billing,High,In Progress,10/23/2025,11/22/2025,30,5,279
399,2963,Technical Support,Medium,Escalated,5/7/2025,5/30/2025,23,2,124
400,578,Billing,High,In Progress,3/15/2026,3/23/2026,8,5,179
401,2076,Shipping,Low,Resolved,5/29/2025,6/18/2025,20,4,160
402,1806,Product Defect,Medium,Closed,2/5/2025,3/7/2025,30,5,103
403,2401,Billing,Low,In Progress,6/13/2024,6/26/2024,13,1,173
404,3094,Account Issue,Medium,Resolved,8/23/2024,8/27/2024,4,1,135
405,1937,Return Request,Critical,In Progress,8/3/2024,8/26/2024,23,1,202
406,4115,Account Issue,Medium,Closed,6/19/2024,,,,73
407,545,Technical Support,Low,In Progress,3/8/2025,3/16/2025,8,5,134
408,1636,Product Defect,High,Escalated,9/24/2025,,,,34
409,960,General Inquiry,Low,Escalated,7/6/2024,8/2/2024,27,3,255
410,283,Technical Support,Medium,Resolved,1/13/2025,1/20/2025,7,3,74
411,1284,Return Request,Medium,Escalated,6/7/2026,6/9/2026,2,2,44
412,3416,Shipping,Medium,Resolved,10/5/2024,10/14/2024,9,2,228
413,323,Technical Support,Low,Closed,1/6/2025,1/24/2025,18,3,183
414,207,Shipping,Medium,Resolved,5/25/2026,6/19/2026,25,1,64
415,3130,Shipping,Medium,Open,5/14/2025,,,,233
416,3549,Technical Support,Medium,Closed,9/30/2024,10/17/2024,17,2,48
417,2398,Billing,Medium,Resolved,1/28/2026,2/24/2026,27,3,272
418,2332,Account Issue,Low,Escalated,9/21/2025,10/4/2025,13,5,42
419,1853,Shipping,Low,Resolved,3/3/2025,3/28/2025,25,3,213
420,4125,General Inquiry,Medium,Closed,4/18/2025,4/24/2025,6,4,163
421,3911,Billing,Medium,Open,1/28/2026,1/29/2026,1,2,79
422,334,Return Request,Medium,Open,11/9/2025,11/18/2025,9,5,196
423,3137,Technical Support,High,Open,5/27/2025,6/23/2025,27,5,70
424,474,Return Request,Low,In Progress,7/22/2024,8/2/2024,11,4,34
425,1594,Billing,Low,Open,8/8/2024,,,,277
426,3480,General Inquiry,Medium,Escalated,9/21/2025,10/18/2025,27,2,239
427,4721,Product Defect,Medium,Open,8/2/2024,8/23/2024,21,1,192
428,4051,Billing,High,Escalated,7/8/2024,,,,83
429,2769,Product Defect,Medium,In Progress,6/1/2026,6/28/2026,27,2,167
430,1197,General Inquiry,Critical,Closed,7/2/2025,,,,44
431,1551,General Inquiry,High,In Progress,4/8/2026,4/10/2026,2,2,108
432,4553,Return Request,Low,Open,3/19/2026,4/12/2026,24,1,277
433,3637,Return Request,Medium,Resolved,12/27/2024,12/29/2024,2,3,87
434,2592,Shipping,Low,Closed,2/1/2026,2/16/2026,15,3,131
435,116,Account Issue,Low,Escalated,4/20/2026,5/12/2026,22,4,300
436,1763,Return Request,Medium,Resolved,6/30/2024,6/30/2024,0,5,266
437,4805,Technical Support,Low,Escalated,1/10/2025,1/19/2025,9,4,78
438,3934,Product Defect,Medium,Open,12/27/2025,1/2/2026,6,3,57
439,1602,Account Issue,Low,Escalated,3/24/2025,,,,27
440,3222,Technical Support,Medium,In Progress,3/1/2025,3/20/2025,19,4,198
441,2494,Return Request,Low,In Progress,6/22/2024,6/27/2024,5,5,31
442,3646,Account Issue,Low,Resolved,9/23/2025,9/30/2025,7,1,173
443,2573,Billing,Low,Closed,12/6/2025,,,,172
444,1454,Return Request,High,In Progress,3/22/2026,4/16/2026,25,1,100
445,1555,Return Request,Low,Escalated,11/14/2024,12/4/2024,20,2,43
446,2695,Product Defect,Low,In Progress,6/24/2024,7/14/2024,20,4,200
447,4179,Shipping,Medium,Open,7/26/2024,8/19/2024,24,2,220
448,563,Account Issue,Medium,In Progress,11/1/2024,11/29/2024,28,2,182
449,4941,Shipping,Low,Open,2/20/2026,2/23/2026,3,5,71
450,1771,Shipping,Medium,Open,3/17/2026,,,,258
451,3125,Account Issue,Medium,Resolved,7/8/2024,,,,280
452,2274,Technical Support,Medium,In Progress,10/16/2025,10/29/2025,13,4,287
453,3013,Product Defect,Medium,Closed,1/10/2025,,,,179
454,1405,Return Request,Medium,Open,3/8/2026,3/16/2026,8,4,270
455,443,Technical Support,Low,In Progress,10/31/2025,11/29/2025,29,2,290
456,3380,Product Defect,Critical,In Progress,8/9/2024,8/12/2024,3,2,264
457,4273,Technical Support,Medium,Resolved,3/24/2026,3/31/2026,7,5,133
458,2481,Shipping,Medium,Open,12/25/2025,1/18/2026,24,4,73
459,2555,Product Defect,Low,Open,9/28/2024,10/17/2024,19,4,145
460,2532,Technical Support,High,Closed,8/30/2024,9/21/2024,22,1,230
461,1867,Technical Support,Low,Closed,4/18/2026,4/23/2026,5,1,191
462,3330,Technical Support,Medium,In Progress,9/11/2024,9/11/2024,0,1,241
463,3644,Return Request,Low,Resolved,12/24/2024,12/24/2024,0,4,243
464,4618,Return Request,High,In Progress,1/8/2025,1/30/2025,22,3,268
465,3868,Billing,Low,Resolved,3/11/2025,4/8/2025,28,5,66
466,4412,General Inquiry,Low,Open,1/7/2025,1/15/2025,8,1,213
467,4957,Account Issue,Medium,Resolved,8/29/2025,,,,231
468,1034,Return Request,High,In Progress,1/26/2026,1/26/2026,0,2,228
469,1920,Return Request,Low,Resolved,9/15/2025,9/30/2025,15,4,206
470,4278,Return Request,Low,Resolved,8/24/2025,8/28/2025,4,2,38
471,3639,Billing,Critical,Open,9/25/2025,9/29/2025,4,2,213
472,1224,Billing,Medium,Resolved,4/16/2026,5/13/2026,27,5,259
473,4502,General Inquiry,Medium,Escalated,8/26/2025,9/19/2025,24,5,281
474,3444,Return Request,Low,Open,11/17/2025,12/3/2025,16,4,76
475,1492,Product Defect,Medium,Escalated,2/27/2025,3/19/2025,20,3,155
476,3973,Billing,Low,Closed,8/19/2024,9/16/2024,28,3,64
477,565,Return Request,Low,Resolved,6/17/2024,,,,210
478,11,Return Request,Low,In Progress,1/10/2025,2/7/2025,28,4,98
479,2076,Account Issue,Medium,Resolved,12/28/2024,1/24/2025,27,5,283
480,2085,Shipping,Critical,Closed,3/25/2026,4/16/2026,22,5,89
481,1012,Shipping,Medium,Closed,5/18/2026,5/20/2026,2,5,180
482,4458,Billing,Low,Closed,10/24/2024,10/27/2024,3,2,10
483,1956,Return Request,High,Open,3/22/2025,3/28/2025,6,1,266
484,4154,General Inquiry,Medium,Open,8/6/2024,8/17/2024,11,1,125
485,792,Shipping,Medium,Open,5/16/2025,6/5/2025,20,4,10
486,2537,Billing,Medium,In Progress,3/3/2026,3/13/2026,10,2,138
487,2020,Return Request,Low,In Progress,6/25/2025,,,,230
488,2095,Product Defect,Low,Open,4/8/2026,,,,197
489,2396,Billing,Low,Resolved,5/17/2025,,,,250
490,4638,Technical Support,Medium,Open,5/24/2026,6/9/2026,16,5,239
491,2077,Return Request,Medium,Escalated,10/19/2024,11/9/2024,21,5,131
492,1924,Product Defect,Medium,Open,6/8/2024,7/2/2024,24,3,109
493,2607,Technical Support,High,Resolved,10/1/2025,10/23/2025,22,4,204
494,4283,General Inquiry,Medium,Resolved,3/29/2026,4/20/2026,22,3,38
495,3306,Account Issue,High,Escalated,11/30/2025,12/26/2025,26,3,216
496,228,General Inquiry,Low,Escalated,1/8/2026,2/7/2026,30,5,197
497,4611,General Inquiry,Critical,Open,9/12/2025,9/12/2025,0,2,247
498,286,Product Defect,Medium,Resolved,1/6/2025,1/27/2025,21,2,290
499,999,Shipping,High,Closed,7/7/2025,7/17/2025,10,5,173
500,387,Shipping,Medium,Escalated,2/22/2025,2/27/2025,5,2,203
501,2313,General Inquiry,High,Resolved,1/20/2026,2/5/2026,16,1,276
502,1574,Shipping,Low,Resolved,8/20/2024,9/14/2024,25,5,122
503,3104,Billing,Medium,Closed,3/18/2025,3/26/2025,8,2,298
504,3406,Shipping,Low,Open,10/25/2025,,,,243
505,1276,Technical Support,Medium,In Progress,9/4/2024,9/4/2024,0,2,272
506,2171,Technical Support,Low,Open,11/17/2024,,,,166
507,687,Shipping,Medium,Open,9/24/2025,,,,189
508,3735,Shipping,Critical,Closed,5/15/2025,6/12/2025,28,4,140
509,3436,Return Request,Low,In Progress,10/26/2025,11/11/2025,16,1,230
510,1749,Technical Support,High,In Progress,7/25/2025,8/22/2025,28,3,187
511,2599,Shipping,Medium,Open,6/20/2025,7/11/2025,21,2,287
512,3224,Product Defect,High,In Progress,12/20/2025,12/31/2025,11,5,6
513,3430,Account Issue,Critical,In Progress,6/12/2025,7/2/2025,20,5,233
514,1052,Return Request,High,Escalated,5/14/2025,,,,139
515,3280,Technical Support,Medium,Escalated,12/2/2024,12/6/2024,4,5,59
516,2301,Technical Support,Low,Open,10/11/2024,10/13/2024,2,4,240
517,322,Return Request,Medium,Open,6/16/2025,,,,274
518,3804,Return Request,High,Closed,11/16/2025,12/16/2025,30,1,254
519,4371,Billing,Medium,Open,4/3/2025,4/17/2025,14,2,184
520,1703,Product Defect,Low,Escalated,11/10/2024,12/2/2024,22,4,289
521,713,Billing,Medium,Escalated,5/14/2025,5/22/2025,8,4,138
522,3452,Billing,High,In Progress,7/20/2024,7/28/2024,8,3,110
523,3980,Account Issue,Medium,Open,7/1/2024,7/27/2024,26,5,11
524,3277,Return Request,High,Open,10/27/2024,10/29/2024,2,3,178
525,4526,Shipping,Medium,Closed,6/3/2026,6/3/2026,0,4,53
526,4742,Shipping,Low,Resolved,9/2/2024,9/28/2024,26,4,27
527,4442,General Inquiry,Medium,Escalated,3/28/2026,4/13/2026,16,5,204
528,4976,General Inquiry,High,Open,9/12/2024,9/14/2024,2,4,2
529,585,General Inquiry,Critical,In Progress,4/12/2025,4/17/2025,5,2,28
530,2024,Return Request,Critical,Closed,2/21/2026,3/1/2026,8,3,53
531,1946,Technical Support,Low,In Progress,4/3/2026,4/22/2026,19,4,300
532,4540,Return Request,Medium,Escalated,3/30/2026,4/2/2026,3,5,244
533,2593,Technical Support,Low,Closed,4/30/2025,5/5/2025,5,1,156
534,4156,Shipping,High,Open,3/21/2026,,,,231
535,1616,General Inquiry,Low,In Progress,11/28/2024,12/9/2024,11,3,200
536,3435,Product Defect,Critical,Closed,9/10/2024,,,,55
537,1664,General Inquiry,Medium,Escalated,5/14/2026,5/29/2026,15,3,61
538,835,Billing,Low,Resolved,2/19/2025,3/11/2025,20,5,82
539,3845,Account Issue,Low,Open,6/26/2025,7/7/2025,11,1,257
540,2466,Return Request,Medium,Escalated,11/22/2025,,,,7
541,836,General Inquiry,Medium,Resolved,9/29/2024,,,,249
542,1554,Account Issue,Medium,Open,6/15/2024,6/29/2024,14,3,244
543,4960,Product Defect,High,Escalated,2/15/2025,3/16/2025,29,3,106
544,43,Technical Support,Low,In Progress,9/4/2025,9/25/2025,21,5,237
545,748,Billing,Low,Escalated,5/14/2025,,,,50
546,1016,Account Issue,Low,In Progress,1/18/2025,2/14/2025,27,3,35
547,1720,Return Request,Low,Resolved,8/15/2025,9/4/2025,20,5,280
548,2399,Product Defect,Low,Open,8/27/2025,8/31/2025,4,3,270
549,126,General Inquiry,Low,Open,2/19/2026,,,,20
550,670,Product Defect,Low,Closed,2/4/2025,2/24/2025,20,1,236
551,4030,Product Defect,Critical,Closed,7/9/2024,7/22/2024,13,4,259
552,4967,Return Request,Medium,Open,7/20/2025,8/7/2025,18,1,189
553,1039,Product Defect,Medium,Open,5/16/2025,5/19/2025,3,5,285
554,4749,Billing,Medium,Escalated,9/15/2025,,,,113
555,2512,General Inquiry,Low,Escalated,12/26/2025,1/6/2026,11,3,243
556,2676,General Inquiry,Medium,Closed,3/22/2026,4/5/2026,14,3,8
557,4719,General Inquiry,Low,In Progress,4/10/2026,4/18/2026,8,1,161
558,851,Product Defect,High,In Progress,3/14/2026,4/3/2026,20,3,129
559,4441,Billing,Low,Open,8/20/2025,,,,116
560,2345,Shipping,Medium,Resolved,8/12/2024,9/1/2024,20,5,242
561,4203,Return Request,Medium,Open,9/10/2025,10/6/2025,26,2,20
562,4818,Billing,High,Escalated,12/8/2025,12/23/2025,15,5,138
563,3077,Return Request,High,Resolved,7/17/2025,8/10/2025,24,1,19
564,3035,Return Request,Medium,Closed,2/9/2026,,,,274
565,2248,Shipping,Medium,Resolved,12/10/2024,12/28/2024,18,5,50
566,1688,Billing,Low,In Progress,10/19/2024,11/3/2024,15,3,14
567,2441,Return Request,Low,Open,2/9/2026,,,,52
568,3466,Billing,Low,In Progress,12/27/2024,12/29/2024,2,2,141
569,731,Billing,High,In Progress,5/13/2025,6/6/2025,24,5,14
570,2100,Product Defect,Medium,Escalated,5/29/2025,,,,168
571,227,Return Request,Medium,Closed,3/4/2026,3/8/2026,4,4,67
572,411,Return Request,Medium,Closed,8/14/2024,8/31/2024,17,1,299
573,1878,General Inquiry,Medium,Closed,7/1/2025,7/10/2025,9,2,126
574,2508,Product Defect,Critical,Resolved,1/9/2026,1/29/2026,20,2,42
575,117,Technical Support,Medium,In Progress,8/13/2025,9/6/2025,24,2,191
576,547,Account Issue,Low,In Progress,3/30/2026,4/5/2026,6,5,232
577,3206,Shipping,High,Open,12/31/2024,,,,22
578,1318,Billing,Medium,Open,1/4/2026,,,,265
579,1173,Shipping,Low,Closed,7/12/2025,,,,185
580,1183,Billing,Medium,In Progress,6/22/2024,7/18/2024,26,3,124
581,3307,Return Request,Low,Open,6/26/2024,7/7/2024,11,3,58
582,1773,Shipping,Medium,Escalated,7/1/2025,,,,272
583,4547,Shipping,Low,Escalated,12/21/2025,12/30/2025,9,1,203
584,1536,Technical Support,Low,Escalated,5/26/2025,,,,134
585,2074,Billing,Low,Escalated,8/30/2024,9/4/2024,5,2,289
586,4516,Billing,Medium,Closed,9/2/2025,9/24/2025,22,4,59
587,4729,Billing,Low,Escalated,12/24/2025,1/12/2026,19,4,254
588,102,Billing,Medium,Open,8/14/2025,8/18/2025,4,5,193
589,2044,Product Defect,Critical,Closed,8/24/2024,9/21/2024,28,2,264
590,3586,Billing,Medium,Resolved,7/14/2024,7/26/2024,12,4,189
591,3016,Product Defect,Medium,In Progress,8/13/2025,9/6/2025,24,1,243
592,1222,Account Issue,Medium,Open,1/3/2026,1/9/2026,6,3,255
593,1202,Account Issue,High,In Progress,3/18/2025,4/5/2025,18,3,116
594,2580,Technical Support,Medium,In Progress,8/2/2025,8/21/2025,19,4,38
595,553,General Inquiry,Low,Open,1/8/2026,2/5/2026,28,1,154
596,1610,Shipping,High,Resolved,2/11/2025,2/20/2025,9,3,243
597,97,Billing,Low,Closed,8/7/2025,,,,96
598,566,General Inquiry,Medium,Escalated,2/5/2026,2/12/2026,7,2,238
599,919,Shipping,Medium,Resolved,1/31/2025,2/9/2025,9,1,256
600,1779,Return Request,Low,Closed,9/12/2024,10/12/2024,30,3,78
601,4039,Return Request,High,Escalated,3/15/2026,,,,262
602,1973,Return Request,Medium,Escalated,10/9/2024,10/28/2024,19,3,57
603,4575,Product Defect,Medium,Escalated,5/27/2025,6/18/2025,22,4,169
604,2997,Technical Support,High,Closed,11/22/2025,11/23/2025,1,3,288
605,1203,General Inquiry,Medium,Escalated,4/20/2025,,,,89
606,1465,Account Issue,Medium,Open,2/14/2025,3/11/2025,25,4,145
607,1318,Product Defect,Medium,Resolved,10/10/2024,10/23/2024,13,1,109
608,3627,Product Defect,Low,Open,8/6/2024,,,,177
609,1081,General Inquiry,Low,Open,11/7/2024,,,,108
610,3375,Shipping,Medium,Closed,11/28/2024,12/13/2024,15,1,84
611,1035,Technical Support,Medium,Resolved,5/17/2026,6/9/2026,23,5,293
612,1566,Account Issue,Medium,Open,5/26/2025,6/1/2025,6,3,298
613,4745,General Inquiry,Critical,Escalated,1/23/2026,,,,53
614,3261,General Inquiry,Medium,In Progress,3/1/2025,3/11/2025,10,3,113
615,3508,Billing,High,In Progress,9/7/2024,10/2/2024,25,5,169
616,2753,Shipping,Critical,Escalated,1/13/2025,1/14/2025,1,2,24
617,2260,General Inquiry,Low,Closed,5/24/2026,,,,229
618,855,Shipping,High,Escalated,5/19/2026,6/16/2026,28,2,255
619,1312,Technical Support,Low,Closed,1/28/2026,2/25/2026,28,2,73
620,4122,General Inquiry,Medium,Resolved,9/7/2025,9/8/2025,1,3,53
621,4802,Billing,Low,Escalated,10/28/2025,10/28/2025,0,5,215
622,441,Account Issue,Low,In Progress,9/17/2025,9/29/2025,12,3,89
623,4358,Shipping,High,Open,5/19/2026,6/8/2026,20,2,109
624,2972,Account Issue,Low,Escalated,9/5/2024,9/13/2024,8,3,174
625,502,Product Defect,High,Escalated,8/30/2025,9/8/2025,9,5,163
626,2042,Return Request,High,Escalated,9/14/2025,9/24/2025,10,2,247
627,669,Billing,Critical,Open,1/25/2025,1/30/2025,5,1,114
628,4845,General Inquiry,Low,Closed,3/14/2026,,,,56
629,1166,Return Request,High,Closed,6/6/2025,6/25/2025,19,2,210
630,3771,Return Request,Low,In Progress,6/18/2025,6/22/2025,4,5,107
631,4710,Return Request,Medium,Closed,4/23/2026,,,,78
632,4918,General Inquiry,Medium,Resolved,12/9/2024,12/18/2024,9,2,32
633,1768,Return Request,Medium,Escalated,3/7/2025,4/5/2025,29,3,78
634,1894,Shipping,Medium,Open,4/18/2026,5/2/2026,14,5,27
635,2796,Account Issue,Medium,Escalated,9/1/2025,9/30/2025,29,1,170
636,4921,Account Issue,High,Open,12/16/2025,12/16/2025,0,4,164
637,261,Return Request,Medium,Closed,5/7/2025,6/1/2025,25,2,243
638,2479,General Inquiry,Low,Open,1/20/2026,1/30/2026,10,5,175
639,946,Technical Support,Medium,Closed,5/8/2025,6/3/2025,26,3,87
640,103,Product Defect,Low,Closed,2/9/2026,2/22/2026,13,2,122
641,2506,Product Defect,Medium,Escalated,5/26/2025,6/13/2025,18,5,292
642,2629,Billing,Medium,Escalated,6/24/2025,6/28/2025,4,1,215
643,686,Billing,Low,Open,6/23/2025,7/21/2025,28,3,197
644,4822,Shipping,Low,Open,8/12/2025,8/31/2025,19,5,31
645,1431,Billing,High,Open,6/6/2025,6/19/2025,13,2,238
646,2022,General Inquiry,Low,In Progress,8/21/2025,9/20/2025,30,5,22
647,4150,General Inquiry,Low,In Progress,9/11/2024,9/19/2024,8,4,234
648,2873,Technical Support,Low,Escalated,10/25/2024,11/18/2024,24,1,224
649,1101,Billing,Critical,Closed,6/17/2024,7/15/2024,28,5,83
650,4614,General Inquiry,Low,Open,4/5/2025,4/10/2025,5,3,103
651,4858,Shipping,Medium,In Progress,3/22/2026,3/25/2026,3,5,35
652,2276,Return Request,Low,In Progress,3/18/2026,4/1/2026,14,3,189
653,1323,Product Defect,Low,Open,6/12/2025,6/13/2025,1,3,34
654,2830,Account Issue,Critical,In Progress,11/13/2024,11/18/2024,5,2,275
655,3252,General Inquiry,Medium,Closed,12/5/2024,1/3/2025,29,3,226
656,4977,Billing,Medium,Closed,10/18/2024,11/8/2024,21,2,55
657,418,Technical Support,High,In Progress,1/17/2025,1/27/2025,10,5,252
658,416,Technical Support,Medium,Escalated,4/30/2025,5/16/2025,16,5,231
659,4441,Product Defect,Low,Resolved,1/14/2026,1/19/2026,5,2,83
660,2532,Product Defect,High,Escalated,11/13/2025,11/23/2025,10,1,211
661,1941,Shipping,Medium,Resolved,5/17/2026,5/25/2026,8,5,85
662,4883,General Inquiry,Medium,Closed,11/29/2025,12/28/2025,29,5,236
663,443,Technical Support,Low,In Progress,4/26/2026,5/21/2026,25,5,75
664,72,Account Issue,Low,Escalated,12/21/2025,1/16/2026,26,5,191
665,4057,Account Issue,Medium,Escalated,2/5/2026,2/12/2026,7,3,156
666,4460,General Inquiry,High,In Progress,7/3/2025,7/27/2025,24,3,252
667,1063,Shipping,Medium,Resolved,4/16/2026,,,,196
668,719,Billing,Low,Escalated,10/10/2025,10/13/2025,3,3,234
669,2859,Shipping,Medium,Closed,1/10/2025,1/14/2025,4,4,126
670,4974,Shipping,Low,In Progress,8/20/2025,9/18/2025,29,2,297
671,2073,Shipping,Low,Open,4/22/2026,4/23/2026,1,4,64
672,1007,Billing,Low,Open,1/5/2025,,,,278
673,4544,Product Defect,Low,In Progress,10/24/2024,11/7/2024,14,2,51
674,1968,Return Request,Low,Closed,1/22/2026,,,,131
675,2099,General Inquiry,Medium,Open,9/28/2025,10/22/2025,24,3,297
676,2099,Account Issue,Low,Resolved,12/30/2025,1/16/2026,17,4,66
677,383,Account Issue,Medium,In Progress,5/2/2026,5/9/2026,7,3,99
678,2651,Shipping,Medium,Closed,5/25/2025,5/30/2025,5,2,171
679,4892,Account Issue,Medium,Closed,12/5/2024,12/23/2024,18,5,260
680,4287,Billing,Low,Escalated,5/29/2026,6/10/2026,12,4,149
681,3098,Product Defect,Medium,Closed,1/27/2026,2/9/2026,13,3,115
682,1756,Account Issue,Low,In Progress,4/22/2025,5/10/2025,18,2,192
683,4914,Product Defect,Low,Closed,4/13/2026,5/12/2026,29,5,159
684,4399,Account Issue,Low,Open,4/22/2026,4/29/2026,7,5,55
685,5000,Product Defect,Low,Escalated,6/18/2025,7/12/2025,24,1,199
686,2189,Return Request,Medium,Resolved,7/23/2025,8/5/2025,13,2,135
687,4397,Billing,Medium,Resolved,9/7/2024,9/25/2024,18,1,101
688,2705,Return Request,Low,Resolved,12/5/2025,12/13/2025,8,2,229
689,2292,Product Defect,High,In Progress,8/12/2024,9/9/2024,28,3,263
690,3362,Shipping,Low,Open,1/24/2026,2/13/2026,20,4,223
691,1002,Shipping,Low,In Progress,6/10/2024,7/2/2024,22,1,17
692,1875,Return Request,Low,Closed,7/26/2025,8/10/2025,15,2,253
693,114,Billing,Medium,Closed,2/26/2026,3/24/2026,26,1,279
694,3201,Technical Support,High,Resolved,4/26/2025,5/25/2025,29,2,211
695,4170,Shipping,Medium,Escalated,5/3/2026,5/15/2026,12,4,245
696,2552,Product Defect,Low,In Progress,6/22/2025,,,,82
697,2332,Billing,High,Closed,8/24/2024,,,,174
698,4118,Technical Support,Low,In Progress,9/26/2025,10/5/2025,9,2,141
699,4465,Product Defect,Medium,Closed,8/3/2024,,,,33
700,2865,General Inquiry,Low,In Progress,10/17/2025,11/14/2025,28,5,41
701,268,Account Issue,Low,Resolved,1/28/2025,2/13/2025,16,3,229
702,865,Product Defect,Medium,Open,6/7/2026,6/16/2026,9,4,116
703,1792,Product Defect,High,In Progress,2/24/2026,3/7/2026,11,5,140
704,4486,Billing,Low,Open,3/15/2025,,,,280
705,3367,Billing,Medium,Resolved,10/1/2025,10/14/2025,13,2,239
706,3908,Shipping,Low,Resolved,12/5/2024,12/22/2024,17,2,281
707,2324,Shipping,Low,Escalated,12/22/2025,1/18/2026,27,2,219
708,2690,Account Issue,Low,Resolved,2/26/2026,,,,140
709,3278,Shipping,Medium,Resolved,3/12/2025,3/19/2025,7,4,293
710,82,Shipping,Medium,Open,8/31/2025,9/17/2025,17,5,280
